train episode:0, reward = 0.9794731736671791, state count = 5, state = [39, 68, 104, 133, 176]
train episode:294, reward = 0.8902450385069075, state count = 5, state = [1, 32, 97, 108, 133]
train episode:295, reward = 0.9420743555002092, state count = 5, state = [32, 97, 133, 152, 163]
train episode:296, reward = 0.8674849218685896, state count = 5, state = [32, 97, 109, 133, 177]
train episode:297, reward = 0.9390239158327022, state count = 5, state = [32, 97, 125, 133, 152]
train episode:298, reward = 0.8369880116541589, state count = 5, state = [32, 89, 97, 124, 133]
evaluate episode:29.9, reward = 0.9032560612370315, state count = 5, state = [32, 97, 133, 149, 152]
train episode:299, reward = 0.9327210313689418, state count = 5, state = [32, 59, 97, 133, 161]
train episode:300, reward = 0.5894323234202048, state count = 5, state = [32, 35, 86, 100, 135]
train episode:301, reward = 0.9121954502605634, state count = 5, state = [32, 97, 98, 133, 152]
train episode:302, reward = 0.9292711114411556, state count = 5, state = [2, 32, 97, 133, 152]
train episode:303, reward = 0.930895897590861, state count = 5, state = [32, 97, 133, 152, 169]
train episode:304, reward = 0.9032560612370315, state count = 5, state = [32, 97, 133, 149, 152]
train episode:305, reward = 0.9042686125956123, state count = 5, state = [32, 46, 97, 133, 152]
train episode:306, reward = 0.9121954502605634, state count = 5, state = [32, 97, 108, 133, 152]
train episode:307, reward = 0.8809004124740891, state count = 5, state = [32, 95, 133, 151, 175]
train episode:308, reward = 0.9142275583098385, state count = 5, state = [32, 90, 97, 133, 152]
evaluate episode:30.9, reward = 0.9121954502605634, state count = 5, state = [32, 97, 108, 133, 152]
train episode:309, reward = 0.9128052097167878, state count = 5, state = [32, 41, 97, 133, 152]
train episode:310, reward = 0.9333365828401389, state count = 5, state = [32, 75, 97, 133, 152]
train episode:311, reward = 0.8235750316495245, state count = 5, state = [32, 41, 57, 133, 174]
train episode:312, reward = 0.9187007521289979, state count = 5, state = [32, 97, 133, 145, 176]
train episode:313, reward = 0.9266280188631939, state count = 5, state = [32, 133, 168, 169, 177]
train episode:314, reward = 0.9280528461498081, state count = 5, state = [32, 97, 133, 152, 168]
train episode:315, reward = 0.9117889461955228, state count = 5, state = [32, 51, 97, 133, 152]
train episode:316, reward = 0.8676877599458503, state count = 5, state = [32, 97, 109, 133, 152]
train episode:317, reward = 0.9119917842727834, state count = 5, state = [32, 85, 97, 133, 152]
train episode:318, reward = 0.8851678822844915, state count = 5, state = [32, 84, 114, 133, 175]
evaluate episode:31.9, reward = 0.9280528461498081, state count = 5, state = [32, 97, 133, 152, 168]
train episode:319, reward = 0.915852339421549, state count = 5, state = [21, 32, 97, 133, 152]
train episode:320, reward = 0.9418653248873696, state count = 5, state = [32, 97, 120, 133, 152]
train episode:321, reward = 0.9280528461498081, state count = 5, state = [32, 97, 133, 152, 168]
train episode:322, reward = 0.9142325089796385, state count = 5, state = [32, 97, 133, 152, 179]
train episode:323, reward = 0.9308909351657395, state count = 5, state = [32, 59, 94, 97, 133]
train episode:324, reward = 0.9099600918580995, state count = 5, state = [32, 97, 133, 152, 183]
train episode:325, reward = 0.9510166254172425, state count = 5, state = [32, 48, 97, 133, 152]
train episode:326, reward = 0.929468594969347, state count = 5, state = [32, 46, 107, 133, 134]
train episode:327, reward = 0.9270361703526149, state count = 5, state = [32, 97, 133, 152, 178]
train episode:328, reward = 0.9032560612370315, state count = 5, state = [32, 97, 133, 149, 152]
evaluate episode:32.9, reward = 0.9121954502605634, state count = 5, state = [32, 97, 98, 133, 152]
train episode:329, reward = 0.9121954502605634, state count = 5, state = [32, 97, 98, 133, 152]
train episode:330, reward = 0.9121966938056743, state count = 5, state = [32, 97, 133, 152, 170]
train episode:331, reward = 0.8902450385069075, state count = 5, state = [10, 32, 97, 100, 133]
train episode:332, reward = 0.9406507700793743, state count = 5, state = [32, 76, 97, 133, 152]
train episode:333, reward = 0.9290624998215711, state count = 5, state = [8, 32, 97, 119, 133]
train episode:334, reward = 0.912601542049676, state count = 5, state = [32, 95, 97, 133, 152]
train episode:335, reward = 0.8638181246506781, state count = 5, state = [32, 57, 97, 99, 133]
train episode:336, reward = 0.9042686125956123, state count = 5, state = [32, 46, 97, 133, 152]
train episode:337, reward = 0.9932935007613587, state count = 5, state = [32, 36, 97, 133, 152]
train episode:338, reward = 0.912397876061896, state count = 5, state = [32, 97, 115, 133, 152]
evaluate episode:33.9, reward = 0.9032560612370315, state count = 5, state = [32, 97, 133, 149, 152]
train episode:339, reward = 0.9032560612370315, state count = 5, state = [32, 97, 133, 149, 152]
train episode:340, reward = 0.9898378005739217, state count = 5, state = [18, 32, 33, 97, 133]
train episode:341, reward = 0.8676877599458503, state count = 5, state = [32, 97, 109, 133, 152]
train episode:342, reward = 0.9121954502605634, state count = 5, state = [32, 97, 105, 133, 152]
train episode:343, reward = 0.9121954502605634, state count = 5, state = [32, 97, 105, 133, 152]
train episode:344, reward = 0.9024376884818904, state count = 5, state = [32, 50, 97, 129, 133]
train episode:345, reward = 0.9123995285242715, state count = 5, state = [32, 97, 133, 152, 159]
train episode:346, reward = 0.8914637244708418, state count = 5, state = [24, 32, 97, 115, 133]
train episode:347, reward = 0.9420743555002092, state count = 5, state = [32, 97, 133, 152, 162]
train episode:348, reward = 0.8963306065353074, state count = 5, state = [32, 73, 97, 133, 152]
evaluate episode:34.9, reward = 0.9075297219036809, state count = 5, state = [32, 97, 133, 152, 160]
train episode:349, reward = 0.9973581324945003, state count = 5, state = [25, 32, 71, 97, 133]
train episode:350, reward = 0.9583353594470081, state count = 5, state = [32, 65, 97, 133, 152]
train episode:351, reward = 0.9095552335381075, state count = 5, state = [2, 32, 83, 97, 133]
train episode:352, reward = 0.923984074864069, state count = 5, state = [32, 78, 97, 133, 152]
train episode:353, reward = 0.9044792839155058, state count = 5, state = [32, 82, 97, 133, 152]
train episode:354, reward = 0.9075297219036809, state count = 5, state = [32, 97, 133, 152, 160]
train episode:355, reward = 0.9099584326783973, state count = 5, state = [32, 74, 97, 133, 161]
train episode:356, reward = 0.9075297219036809, state count = 5, state = [32, 97, 133, 152, 160]
train episode:357, reward = 0.912601542049676, state count = 5, state = [32, 95, 97, 133, 152]
train episode:358, reward = 0.9075297219036809, state count = 5, state = [32, 97, 133, 152, 160]
evaluate episode:35.9, reward = 0.9075297219036809, state count = 5, state = [32, 97, 133, 152, 160]
train episode:359, reward = 0.9075297219036809, state count = 5, state = [32, 97, 133, 152, 160]
train episode:360, reward = 0.8991935026388514, state count = 5, state = [32, 97, 133, 152, 156]
train episode:361, reward = 0.8839413311706228, state count = 5, state = [32, 56, 57, 97, 133]
train episode:362, reward = 0.9121954502605634, state count = 4, state = [32, 97, 133, 152]
train episode:363, reward = 0.9400438948753145, state count = 5, state = [32, 97, 116, 133, 162]
train episode:364, reward = 0.9510166254172425, state count = 5, state = [32, 48, 97, 133, 152]
train episode:365, reward = 0.904470636197007, state count = 5, state = [32, 56, 97, 99, 133]
train episode:366, reward = 0.9369918161800854, state count = 5, state = [7, 32, 76, 80, 133]
train episode:367, reward = 0.9140272022848046, state count = 5, state = [6, 32, 97, 133, 181]
train episode:368, reward = 0.9510166254172425, state count = 5, state = [32, 48, 97, 133, 152]
evaluate episode:36.9, reward = 0.9510166254172425, state count = 5, state = [32, 48, 97, 133, 152]
train episode:369, reward = 0.8910576326817292, state count = 5, state = [32, 97, 103, 130, 133]
train episode:370, reward = 0.9439011484579923, state count = 5, state = [32, 81, 97, 119, 133]
train episode:371, reward = 0.9406507700793743, state count = 5, state = [32, 76, 97, 133, 152]
train episode:372, reward = 0.9583353594470081, state count = 5, state = [32, 65, 97, 133, 152]
train episode:373, reward = 0.9343499453159223, state count = 5, state = [32, 97, 133, 159, 166]
train episode:374, reward = 0.7463375144661829, state count = 3, state = [32, 133, 149]
train episode:375, reward = 0.9491894168248681, state count = 5, state = [32, 62, 97, 133, 152]
train episode:376, reward = 0.9121954502605634, state count = 5, state = [32, 97, 127, 133, 152]
train episode:377, reward = 0.9119917842727834, state count = 5, state = [32, 52, 97, 133, 152]
train episode:378, reward = 0.9390239158327022, state count = 5, state = [32, 97, 125, 133, 152]
evaluate episode:37.9, reward = 0.9032560612370315, state count = 5, state = [32, 97, 133, 149, 152]
train episode:379, reward = 0.8910568047712097, state count = 5, state = [10, 32, 93, 97, 133]
train episode:380, reward = 0.9032560612370315, state count = 5, state = [32, 97, 133, 149, 152]
train episode:381, reward = 0.9260203224659413, state count = 5, state = [32, 97, 131, 133, 168]
train episode:382, reward = 0.9136157458706325, state count = 5, state = [32, 97, 133, 148, 152]
train episode:383, reward = 0.9058954618042894, state count = 5, state = [32, 97, 103, 133, 177]
train episode:384, reward = 0.6417097121360162, state count = 5, state = [4, 9, 32, 117, 133]
train episode:385, reward = 0.9123987022930837, state count = 5, state = [32, 84, 97, 133, 152]
train episode:386, reward = 0.9398390004564087, state count = 5, state = [2, 32, 92, 104, 133]
train episode:387, reward = 0.931296202402996, state count = 5, state = [1, 43, 100, 119, 133]
train episode:388, reward = 0.8991935026388514, state count = 5, state = [32, 97, 133, 152, 156]
evaluate episode:38.9, reward = 0.8991935026388514, state count = 5, state = [32, 97, 133, 152, 156]
train episode:389, reward = 0.8991935026388514, state count = 5, state = [32, 97, 133, 152, 156]
train episode:390, reward = 0.9032515228431596, state count = 5, state = [32, 39, 97, 129, 133]
train episode:391, reward = 0.9121954502605634, state count = 5, state = [12, 32, 97, 133, 152]
train episode:392, reward = 0.8904474643082402, state count = 5, state = [32, 97, 115, 133, 138]
train episode:393, reward = 0.9973581324945003, state count = 5, state = [22, 32, 97, 133, 152]
train episode:394, reward = 0.8908539666939491, state count = 5, state = [32, 85, 97, 102, 133]
train episode:395, reward = 0.907112902543781, state count = 5, state = [32, 83, 97, 133, 149]
train episode:396, reward = 0.7022771620060342, state count = 5, state = [32, 53, 106, 117, 133]
train episode:397, reward = 0.9632101033027449, state count = 5, state = [32, 97, 119, 133, 152]
train episode:398, reward = 0.9420743555002092, state count = 5, state = [32, 97, 133, 152, 163]
evaluate episode:39.9, reward = 0.9632101033027449, state count = 5, state = [32, 97, 119, 133, 152]
train episode:399, reward = 0.91483896183178, state count = 5, state = [32, 81, 97, 133, 152]
train episode:400, reward = 0.8170713604121538, state count = 5, state = [32, 49, 51, 87, 124]
train episode:401, reward = 0.9501978420655055, state count = 5, state = [27, 32, 64, 69, 133]
train episode:402, reward = 0, state count = 0, state = []
train episode:403, reward = 0.9115861064389306, state count = 5, state = [7, 32, 97, 133, 152]
train episode:404, reward = 0.9164658060024621, state count = 5, state = [32, 72, 97, 133, 180]
train episode:405, reward = 0.8922771448768512, state count = 5, state = [32, 83, 97, 133, 137]
train episode:406, reward = 0.9121954502605634, state count = 5, state = [32, 97, 107, 133, 152]
train episode:407, reward = 0.9032560612370315, state count = 5, state = [32, 97, 133, 149, 152]
train episode:408, reward = 0.9315068989128644, state count = 5, state = [19, 32, 91, 97, 133]
evaluate episode:40.9, reward = 0.9117889461955228, state count = 5, state = [32, 51, 97, 133, 152]
train episode:409, reward = 0.9117889461955228, state count = 5, state = [32, 51, 97, 133, 152]
train episode:410, reward = 0.9302882028729401, state count = 5, state = [32, 97, 133, 152, 173]
train episode:411, reward = 0.9117889461955228, state count = 5, state = [32, 51, 97, 133, 152]
train episode:412, reward = 0.9243938905711874, state count = 5, state = [32, 97, 133, 136, 168]
train episode:413, reward = 0.918088932972465, state count = 5, state = [32, 80, 97, 133, 152]
train episode:414, reward = 0.9264239322028273, state count = 5, state = [6, 32, 97, 133, 152]
train episode:415, reward = 0.9906508120626665, state count = 5, state = [32, 33, 35, 109, 133]
train episode:416, reward = 0.8928889673920473, state count = 5, state = [12, 32, 39, 97, 133]
train episode:417, reward = 0.8902466859312881, state count = 5, state = [32, 97, 117, 133, 140]
train episode:418, reward = 0.8788625275238264, state count = 5, state = [14, 32, 97, 133, 144]
evaluate episode:41.9, reward = 0.9121954502605634, state count = 5, state = [32, 97, 127, 133, 152]
train episode:419, reward = 0.9121954502605634, state count = 5, state = [32, 34, 97, 133, 152]
train episode:420, reward = 0.9951215339055892, state count = 5, state = [32, 54, 97, 133, 152]
train episode:421, reward = 0.9144312226182869, state count = 5, state = [14, 32, 97, 133, 152]
train episode:422, reward = 0.9951215339055892, state count = 5, state = [32, 54, 97, 123, 133]
train episode:423, reward = 0.8337363880510983, state count = 5, state = [32, 88, 97, 133, 140]
train episode:424, reward = 0.8660617436856878, state count = 5, state = [32, 97, 109, 133, 159]
train episode:425, reward = 0.8997941685140155, state count = 5, state = [32, 43, 82, 97, 133]
train episode:426, reward = 0.9085340210263746, state count = 5, state = [32, 97, 102, 112, 133]
train episode:427, reward = 0.9121954502605634, state count = 5, state = [32, 97, 127, 133, 152]
train episode:428, reward = 0.9034547765550116, state count = 5, state = [32, 97, 133, 136, 159]
evaluate episode:42.9, reward = 0.9390239158327022, state count = 5, state = [32, 97, 125, 133, 152]
train episode:429, reward = 0.9770366346878252, state count = 5, state = [32, 39, 67, 133, 161]
train episode:430, reward = 0.7236240135563714, state count = 5, state = [5, 10, 32, 125, 133]
train episode:431, reward = 0.9310995686166361, state count = 5, state = [19, 32, 97, 133, 166]
train episode:432, reward = 0.9390239158327022, state count = 5, state = [32, 97, 125, 133, 152]
train episode:433, reward = 0.8937003247390848, state count = 5, state = [32, 94, 97, 131, 133]
train episode:434, reward = 0.9034572586072382, state count = 5, state = [32, 97, 133, 142, 152]
train episode:435, reward = 0.9449169963446659, state count = 5, state = [32, 66, 83, 97, 133]
train episode:436, reward = 0.8597654909027412, state count = 5, state = [28, 32, 35, 133, 174]
train episode:437, reward = 0.9174808360546063, state count = 5, state = [32, 37, 97, 133, 152]
train episode:438, reward = 0.9853645966787722, state count = 5, state = [32, 68, 97, 104, 133]
evaluate episode:43.9, reward = 0.9390239158327022, state count = 5, state = [32, 97, 125, 133, 152]
train episode:439, reward = 0.9270349335248309, state count = 5, state = [32, 41, 79, 97, 133]
train episode:440, reward = 0.9550804325985283, state count = 5, state = [32, 92, 97, 133, 152]
train episode:441, reward = 0.9390239158327022, state count = 5, state = [32, 97, 125, 133, 152]
train episode:442, reward = 0.9973581324945003, state count = 5, state = [25, 32, 101, 131, 133]
train episode:443, reward = 0.9121954502605634, state count = 5, state = [32, 97, 103, 133, 152]
train episode:444, reward = 0.9270312112861567, state count = 5, state = [32, 97, 114, 133, 152]
train episode:445, reward = 0.8676877599458503, state count = 5, state = [32, 97, 109, 133, 152]
train episode:446, reward = 0.8989857122124594, state count = 5, state = [32, 97, 133, 146, 152]
train episode:447, reward = 0.9632101033027449, state count = 5, state = [32, 97, 119, 133, 152]
train episode:448, reward = 0.9146344746508073, state count = 5, state = [32, 83, 97, 133, 152]
evaluate episode:44.9, reward = 0.8676877599458503, state count = 5, state = [32, 97, 109, 133, 152]
train episode:449, reward = 0.9355913182112202, state count = 5, state = [32, 35, 97, 133, 152]
train episode:450, reward = 0.9034572586072382, state count = 5, state = [32, 97, 133, 142, 152]
train episode:451, reward = 0.8908547979631318, state count = 5, state = [32, 41, 95, 97, 133]
train episode:452, reward = 0.9146336484196198, state count = 5, state = [32, 97, 117, 133, 152]
train episode:453, reward = 0.8676877599458503, state count = 5, state = [32, 97, 109, 133, 152]
train episode:454, reward = 0.9117889461955228, state count = 5, state = [32, 51, 97, 133, 152]
train episode:455, reward = 0.9121954502605634, state count = 5, state = [32, 97, 102, 133, 152]
train episode:456, reward = 0.9146336484196198, state count = 5, state = [32, 97, 116, 133, 152]
train episode:457, reward = 0.948784977498131, state count = 5, state = [32, 61, 97, 133, 161]
train episode:458, reward = 0.9061086084590825, state count = 5, state = [32, 97, 133, 152, 161]
evaluate episode:45.9, reward = 0.9632101033027449, state count = 5, state = [32, 97, 119, 133, 152]
train episode:459, reward = 0.9632101033027449, state count = 5, state = [32, 97, 119, 133, 152]
train episode:460, reward = 0.8642320580790818, state count = 5, state = [31, 32, 97, 133, 152]
train episode:461, reward = 0.9727592366685162, state count = 5, state = [32, 38, 97, 128, 133]
train episode:462, reward = 0.9977642276422765, state count = 5, state = [16, 23, 32, 97, 133]
train episode:463, reward = 0.9632101033027449, state count = 5, state = [32, 97, 119, 133, 152]
train episode:464, reward = 0.9235813014343609, state count = 5, state = [32, 49, 97, 133, 149]
train episode:465, reward = 0.9032560612370315, state count = 5, state = [32, 97, 133, 149, 152]
train episode:466, reward = 0.9660548105648369, state count = 5, state = [16, 32, 97, 133, 152]
train episode:467, reward = 0.9489849380405537, state count = 5, state = [32, 49, 64, 133, 134]
train episode:468, reward = 0.8857705893873156, state count = 5, state = [32, 77, 133, 138, 172]
evaluate episode:46.9, reward = 0.9032560612370315, state count = 5, state = [32, 97, 133, 149, 152]
train episode:469, reward = 0.9024426475483487, state count = 5, state = [6, 32, 97, 99, 133]
train episode:470, reward = 0.8802910652937929, state count = 5, state = [29, 32, 80, 133, 153]
train episode:471, reward = 0.9032560612370315, state count = 5, state = [32, 97, 133, 149, 152]
train episode:472, reward = 0.9215471202501236, state count = 5, state = [32, 97, 133, 173, 176]
train episode:473, reward = 0.6880087312820431, state count = 5, state = [32, 53, 105, 155, 159]
train episode:474, reward = 0.9119917775554566, state count = 5, state = [32, 97, 123, 129, 133]
train episode:475, reward = 0.875197764816248, state count = 5, state = [32, 34, 45, 97, 133]
train episode:476, reward = 0.9032560612370315, state count = 5, state = [32, 97, 133, 149, 152]
train episode:477, reward = 0.915852339421549, state count = 5, state = [21, 32, 97, 133, 152]
train episode:478, reward = 0.9032560612370315, state count = 5, state = [32, 97, 133, 149, 152]
evaluate episode:47.9, reward = 0.9032560612370315, state count = 5, state = [32, 97, 133, 149, 152]
train episode:479, reward = 0.9036691801895689, state count = 5, state = [32, 97, 98, 133, 170]
train episode:480, reward = 0.9219552784568714, state count = 5, state = [29, 32, 95, 97, 133]
train episode:481, reward = 0.8638218452100205, state count = 5, state = [32, 49, 64, 103, 133]
train episode:482, reward = 0.923984074864069, state count = 5, state = [32, 78, 97, 133, 152]
train episode:483, reward = 0.9973581324945003, state count = 5, state = [25, 32, 97, 133, 166]
train episode:484, reward = 0.9168706693604491, state count = 5, state = [32, 97, 124, 133, 171]
train episode:485, reward = 0.903864607376115, state count = 5, state = [32, 56, 91, 133, 175]
train episode:486, reward = 0.9298784039591388, state count = 5, state = [5, 32, 92, 168, 176]
train episode:487, reward = 0.9121954502605634, state count = 5, state = [32, 71, 97, 133, 152]
train episode:488, reward = 0.9794731787051741, state count = 5, state = [32, 38, 133, 137, 148]
evaluate episode:48.9, reward = 0.9225613089570952, state count = 5, state = [32, 97, 129, 133, 152]
train episode:489, reward = 0.929468584893357, state count = 5, state = [32, 59, 97, 103, 133]
train episode:490, reward = 0.8685007697552634, state count = 5, state = [32, 97, 111, 133, 171]
train episode:491, reward = 0.8784556095035262, state count = 5, state = [32, 97, 133, 149, 153]
train episode:492, reward = 0.9189040226341667, state count = 5, state = [32, 35, 97, 104, 133]
train episode:493, reward = 0.8997958226557226, state count = 5, state = [32, 71, 97, 133, 161]
train episode:494, reward = 0.9308987919190155, state count = 5, state = [32, 97, 133, 152, 182]
train episode:495, reward = 0.9138194051410858, state count = 5, state = [21, 32, 97, 125, 133]
train episode:496, reward = 0.9339438535268098, state count = 5, state = [32, 97, 133, 153, 166]
train episode:497, reward = 0.9959357805427862, state count = 5, state = [32, 40, 97, 133, 152]
train episode:498, reward = 0.8412637488144338, state count = 5, state = [15, 31, 32, 111, 133]
evaluate episode:49.9, reward = 0.9225613089570952, state count = 5, state = [32, 97, 129, 133, 152]
train episode:499, reward = 0.680325117941983, state count = 5, state = [32, 94, 116, 133, 138]
train episode:500, reward = 0.9264239322028273, state count = 5, state = [6, 32, 97, 133, 152]
train episode:501, reward = 0.8345493961811796, state count = 5, state = [32, 88, 97, 133, 152]
train episode:502, reward = 0.9231743850933922, state count = 5, state = [32, 44, 103, 133, 168]
train episode:503, reward = 0.9264239322028273, state count = 5, state = [6, 32, 97, 133, 152]
train episode:504, reward = 0.9264239322028273, state count = 5, state = [6, 32, 97, 133, 152]
train episode:505, reward = 0.8788682926694922, state count = 5, state = [22, 32, 110, 133, 140]
train episode:506, reward = 0.9046738764742056, state count = 5, state = [32, 97, 116, 133, 155]
train episode:507, reward = 0.8949206631653943, state count = 5, state = [30, 32, 97, 133, 139]
train episode:508, reward = 0.9282594098244059, state count = 5, state = [6, 32, 44, 97, 133]
evaluate episode:50.9, reward = 0.9150405647605883, state count = 5, state = [6, 32, 97, 129, 133]
train episode:509, reward = 0.8339396400836186, state count = 5, state = [32, 34, 87, 97, 133]
train episode:510, reward = 0.9150405647605883, state count = 5, state = [6, 32, 97, 129, 133]
train episode:511, reward = 0.9276467526813637, state count = 5, state = [6, 32, 97, 133, 176]
train episode:512, reward = 0.9382162807243388, state count = 5, state = [6, 32, 97, 133, 169]
train episode:513, reward = 0.9977642276422765, state count = 5, state = [6, 23, 32, 97, 133]
train episode:514, reward = 0.9977642276422765, state count = 5, state = [23, 32, 84, 97, 133]
train episode:515, reward = 0.9906516366145224, state count = 5, state = [32, 33, 44, 100, 142]
train episode:516, reward = 0.9882113737171627, state count = 5, state = [32, 49, 54, 67, 123]
train episode:517, reward = 0.9166665843794142, state count = 5, state = [6, 32, 97, 133, 159]
train episode:518, reward = 0.9264260053377894, state count = 5, state = [6, 32, 97, 133, 172]
evaluate episode:51.9, reward = 0.9292707075618862, state count = 5, state = [6, 29, 32, 97, 133]
train episode:519, reward = 0.5444804591118169, state count = 1, state = [156]
train episode:520, reward = 0.9292707075618862, state count = 5, state = [6, 29, 32, 97, 133]
train episode:521, reward = 0.8983755371216435, state count = 5, state = [32, 39, 78, 97, 133]
train episode:522, reward = 0.9056922030544422, state count = 5, state = [6, 20, 32, 97, 133]
train episode:523, reward = 0.9140276195987276, state count = 5, state = [6, 32, 97, 133, 171]
train episode:524, reward = 0.9083353090670577, state count = 5, state = [6, 21, 32, 97, 133]
train episode:525, reward = 0.8630121302493683, state count = 5, state = [6, 31, 32, 97, 133]
train episode:526, reward = 0.9292707075618862, state count = 5, state = [6, 29, 32, 97, 133]
train episode:527, reward = 0.8239802871314593, state count = 5, state = [2, 32, 88, 118, 133]
train episode:528, reward = 0.9028487376581296, state count = 5, state = [6, 32, 96, 97, 133]
evaluate episode:52.9, reward = 0.9973581324945003, state count = 5, state = [6, 25, 32, 97, 133]
train episode:529, reward = 0.9465405372699287, state count = 5, state = [6, 32, 97, 120, 133]
train episode:530, reward = 0.9499982954783424, state count = 5, state = [10, 32, 48, 97, 133]
train episode:531, reward = 0.9410572707857515, state count = 5, state = [32, 104, 133, 162, 181]
train episode:532, reward = 0.95162680218739, state count = 5, state = [32, 35, 75, 97, 133]
train episode:533, reward = 0.9674792322928496, state count = 5, state = [16, 32, 97, 120, 133]
train episode:534, reward = 0.9128060309099805, state count = 5, state = [6, 32, 73, 97, 133]
train episode:535, reward = 0.929468584893357, state count = 5, state = [32, 59, 97, 108, 133]
train episode:536, reward = 0.9977642276422765, state count = 5, state = [23, 32, 97, 133, 137]
train episode:537, reward = 0.9138218888726442, state count = 5, state = [6, 32, 97, 133, 147]
train episode:538, reward = 0.9851613446462519, state count = 5, state = [6, 32, 68, 97, 133]
evaluate episode:53.9, reward = 0.9977642276422765, state count = 5, state = [6, 23, 32, 97, 133]
train episode:539, reward = 0.8898385344418669, state count = 5, state = [10, 32, 51, 97, 133]
train episode:540, reward = 0.8819108940563716, state count = 5, state = [32, 95, 97, 133, 145]
train episode:541, reward = 0.9024426475483487, state count = 5, state = [6, 32, 97, 133, 140]
train episode:542, reward = 0.948784977498131, state count = 5, state = [32, 61, 97, 105, 133]
train episode:543, reward = 0.9825215502757143, state count = 5, state = [32, 67, 97, 133, 180]
train episode:544, reward = 0.8835373360271157, state count = 5, state = [6, 32, 97, 133, 143]
train episode:545, reward = 0.9977642276422765, state count = 5, state = [6, 23, 32, 97, 133]
train episode:546, reward = 0.8902450385069075, state count = 5, state = [32, 97, 102, 108, 133]
train episode:547, reward = 0.9981699037967976, state count = 5, state = [8, 23, 32, 39, 133]
train episode:548, reward = 0.9294718847801129, state count = 5, state = [32, 97, 117, 133, 174]
evaluate episode:54.9, reward = 0.9024426475483487, state count = 5, state = [6, 32, 97, 105, 133]
train episode:549, reward = 0.9977642276422765, state count = 5, state = [6, 23, 32, 97, 133]
train episode:550, reward = 0.9290699291849339, state count = 5, state = [3, 32, 133, 141, 150]
train episode:551, reward = 0.9107735139434405, state count = 5, state = [32, 64, 97, 133, 171]
train episode:552, reward = 0.9138218888726442, state count = 5, state = [6, 32, 97, 133, 147]
train episode:553, reward = 0.9036625736987304, state count = 5, state = [6, 15, 32, 97, 133]
train episode:554, reward = 0.9130113762294428, state count = 5, state = [2, 28, 32, 36, 50]
train episode:555, reward = 0.9262210890875717, state count = 5, state = [3, 32, 97, 133, 157]
train episode:556, reward = 0.9520403250191972, state count = 5, state = [18, 32, 73, 97, 133]
train episode:557, reward = 0.9569105288017307, state count = 5, state = [6, 32, 66, 97, 133]
train episode:558, reward = 0.9024426475483487, state count = 5, state = [6, 32, 97, 105, 133]
evaluate episode:55.9, reward = 0.9024426475483487, state count = 5, state = [6, 32, 97, 105, 133]
train episode:559, reward = 0.906303614973042, state count = 5, state = [6, 32, 50, 97, 133]
train episode:560, reward = 0.9851613446462519, state count = 5, state = [6, 32, 68, 97, 133]
train episode:561, reward = 0.8548816417106222, state count = 5, state = [32, 60, 90, 133, 159]
train episode:562, reward = 0.8745921583472743, state count = 5, state = [32, 97, 133, 156, 161]
train episode:563, reward = 0.9304914565847922, state count = 5, state = [32, 41, 97, 133, 167]
train episode:564, reward = 0.9024426475483487, state count = 5, state = [6, 32, 97, 108, 133]
train episode:565, reward = 0.8760111869015891, state count = 5, state = [6, 32, 45, 97, 133]
train episode:566, reward = 0.91463323446436, state count = 5, state = [6, 32, 97, 133, 156]
train episode:567, reward = 0.9024426475483487, state count = 5, state = [6, 32, 97, 108, 133]
train episode:568, reward = 0.9130113577567945, state count = 5, state = [4, 32, 97, 133, 172]
evaluate episode:56.9, reward = 0.9024426475483487, state count = 5, state = [6, 32, 97, 108, 133]
train episode:569, reward = 0.9308942451284855, state count = 5, state = [32, 53, 97, 133, 134]
train episode:570, reward = 0.9103641105122502, state count = 5, state = [32, 97, 101, 123, 133]
train episode:571, reward = 0.951430982876896, state count = 5, state = [18, 32, 97, 133, 158]
train episode:572, reward = 0.9091487311523986, state count = 5, state = [6, 30, 32, 97, 133]
train episode:573, reward = 0.991871150488976, state count = 5, state = [32, 36, 97, 133, 176]
train episode:574, reward = 0.5223404054692609, state count = 1, state = [32]
train episode:575, reward = 0.9046742904294653, state count = 5, state = [32, 72, 97, 133, 155]
train episode:576, reward = 0.8577168414363943, state count = 5, state = [9, 16, 32, 70, 133]
train episode:577, reward = 0.9166665843794142, state count = 5, state = [6, 32, 97, 133, 159]
train episode:578, reward = 0.919518318804931, state count = 5, state = [32, 34, 49, 97, 133]
evaluate episode:57.9, reward = 0.9619914173388109, state count = 5, state = [6, 16, 32, 97, 133]
train episode:579, reward = 0.9959357805427862, state count = 5, state = [6, 32, 40, 97, 133]
train episode:580, reward = 0.9619914173388109, state count = 5, state = [6, 16, 32, 97, 133]
train episode:581, reward = 0.8418697977873059, state count = 5, state = [13, 32, 52, 177, 179]
train episode:582, reward = 0.9914551321702888, state count = 5, state = [32, 54, 77, 97, 133]
train episode:583, reward = 0.9414645994026483, state count = 5, state = [32, 97, 133, 139, 163]
train episode:584, reward = 0.9619914173388109, state count = 5, state = [6, 16, 32, 97, 133]
train episode:585, reward = 0.8660551304775224, state count = 5, state = [30, 32, 98, 133, 182]
train episode:586, reward = 0.9184999922246944, state count = 5, state = [32, 58, 97, 133, 135]
train episode:587, reward = 0.9170735040790463, state count = 5, state = [30, 32, 97, 123, 133]
