train episode:0, reward = 0.6016270501467852, state count = 7, state = [1, 32, 37, 78, 83, 128, 161]
train episode:258, reward = 0.6058007063476363, state count = 7, state = [7, 32, 47, 54, 88, 160, 166]
evaluate episode:25.9, reward = 0.5988358103962701, state count = 7, state = [7, 32, 47, 69, 80, 88, 181]
train episode:259, reward = 0.9672448445315762, state count = 7, state = [7, 47, 51, 62, 96, 108, 164]
train episode:260, reward = 0.6058007063476363, state count = 7, state = [7, 32, 47, 80, 88, 146, 174]
train episode:261, reward = 0.5988358103962701, state count = 7, state = [7, 32, 47, 69, 80, 88, 104]
train episode:262, reward = 0.6137076830918222, state count = 7, state = [7, 16, 32, 47, 80, 88, 146]
train episode:263, reward = 0.6060332644871711, state count = 7, state = [6, 7, 32, 47, 80, 88, 181]
train episode:264, reward = 0.5992971596211761, state count = 7, state = [7, 28, 32, 47, 60, 80, 88]
train episode:265, reward = 0.6058007063476363, state count = 7, state = [7, 32, 47, 80, 88, 177, 181]
train episode:266, reward = 0.6048699342114465, state count = 7, state = [7, 32, 47, 88, 109, 117, 181]
train episode:267, reward = 0.6058007063476363, state count = 7, state = [7, 32, 47, 80, 88, 114, 181]
train episode:268, reward = 0.6058007063476363, state count = 7, state = [7, 32, 47, 80, 88, 172, 181]
evaluate episode:26.9, reward = 0.6058007063476363, state count = 7, state = [7, 32, 47, 80, 88, 172, 181]
train episode:269, reward = 0.6058007063476363, state count = 7, state = [7, 32, 47, 80, 88, 125, 172]
train episode:270, reward = 0.6058007063476363, state count = 7, state = [7, 32, 47, 80, 88, 95, 176]
train episode:271, reward = 0.6058007063476363, state count = 7, state = [7, 32, 47, 80, 88, 127, 172]
train episode:272, reward = 0.60789049962929, state count = 7, state = [7, 15, 32, 47, 80, 88, 172]
train episode:273, reward = 0.6002273896812692, state count = 7, state = [7, 20, 32, 47, 88, 89, 133]
train episode:274, reward = 0.6309169854174036, state count = 7, state = [7, 32, 47, 80, 82, 88, 143]
train episode:275, reward = 0.6058007063476363, state count = 7, state = [7, 32, 47, 80, 88, 105, 157]
train episode:276, reward = 0.6048704737894967, state count = 7, state = [7, 24, 32, 47, 80, 88, 111]
train episode:277, reward = 0.6058007063476363, state count = 4, state = [7, 32, 47, 88]
train episode:278, reward = 0.7965273506118216, state count = 7, state = [7, 23, 32, 47, 80, 88, 166]
evaluate episode:27.9, reward = 0.6058007063476363, state count = 7, state = [7, 32, 47, 80, 88, 156, 172]
train episode:279, reward = 0.6048704737894967, state count = 7, state = [7, 32, 47, 80, 88, 109, 148]
train episode:280, reward = 0.6058007063476363, state count = 7, state = [7, 32, 47, 80, 88, 156, 172]
train episode:281, reward = 0.6058007063476363, state count = 7, state = [7, 12, 32, 47, 80, 88, 155]
train episode:282, reward = 0.6058007063476363, state count = 7, state = [7, 32, 47, 80, 88, 147, 172]
train episode:283, reward = 0.6058007063476363, state count = 7, state = [1, 7, 32, 47, 80, 88, 172]
train episode:284, reward = 0.6058007063476363, state count = 7, state = [7, 32, 47, 80, 88, 111, 113]
train episode:285, reward = 0.6051041085870849, state count = 7, state = [7, 32, 47, 80, 88, 90, 172]
train episode:286, reward = 0, state count = 0, state = []
train episode:287, reward = 0.9384324133527582, state count = 7, state = [7, 47, 60, 70, 110, 114, 164]
train episode:288, reward = 0.6058007063476363, state count = 7, state = [7, 32, 47, 80, 88, 125, 172]
evaluate episode:28.9, reward = 0.5974410011371108, state count = 7, state = [7, 32, 47, 74, 80, 88, 172]
train episode:289, reward = 0.5307856756016796, state count = 7, state = [7, 19, 32, 47, 78, 88, 109]
train episode:290, reward = 0.5974410011371108, state count = 7, state = [7, 32, 47, 74, 80, 88, 172]
train episode:291, reward = 0.606265283048656, state count = 7, state = [7, 32, 47, 72, 80, 88, 118]
train episode:292, reward = 0.6058007063476363, state count = 7, state = [7, 32, 47, 80, 88, 159, 172]
train episode:293, reward = 0.632079236537028, state count = 7, state = [2, 7, 16, 32, 47, 80, 88]
train episode:294, reward = 0.6058007063476363, state count = 7, state = [7, 32, 47, 80, 88, 142, 172]
train episode:295, reward = 0.8601912054773168, state count = 7, state = [7, 32, 47, 61, 80, 88, 157]
train episode:296, reward = 0.6367309389057758, state count = 7, state = [7, 32, 47, 76, 80, 88, 183]
train episode:297, reward = 0.5266007082461515, state count = 7, state = [7, 9, 14, 37, 47, 65, 88]
train episode:298, reward = 0.6064973041081875, state count = 7, state = [7, 32, 47, 51, 79, 80, 88]
evaluate episode:29.9, reward = 0.6058007063476363, state count = 7, state = [7, 32, 47, 80, 88, 159, 172]
train episode:299, reward = 0.6058007063476363, state count = 7, state = [7, 32, 47, 80, 88, 149, 172]
train episode:300, reward = 0.6060332644871711, state count = 7, state = [7, 26, 32, 47, 80, 88, 172]
train episode:301, reward = 0.60835884588252, state count = 7, state = [7, 27, 32, 47, 80, 88, 172]
train episode:302, reward = 0.6127774505336828, state count = 7, state = [7, 16, 32, 47, 51, 78, 88]
train episode:303, reward = 0.6055681482081012, state count = 7, state = [7, 29, 32, 47, 80, 88, 172]
train episode:304, reward = 0.9224122835942292, state count = 7, state = [7, 47, 72, 76, 88, 108, 164]
train episode:305, reward = 0.5180035961877811, state count = 7, state = [8, 20, 58, 92, 134, 137, 176]
train episode:306, reward = 0.5400734625522842, state count = 7, state = [7, 46, 47, 86, 87, 88, 150]
train episode:307, reward = 0.600228463841276, state count = 7, state = [7, 32, 45, 47, 88, 96, 103]
train episode:308, reward = 0.6058007063476363, state count = 7, state = [7, 32, 47, 80, 88, 113, 172]
evaluate episode:30.9, reward = 0.6058007063476363, state count = 7, state = [7, 32, 47, 80, 88, 159, 172]
train episode:309, reward = 0.6058007063476363, state count = 7, state = [7, 32, 47, 80, 88, 142, 172]
train episode:310, reward = 0.9433123622327338, state count = 7, state = [7, 27, 47, 88, 107, 114, 182]
train episode:311, reward = 0.6058007063476363, state count = 7, state = [7, 8, 32, 47, 80, 88, 172]
train episode:312, reward = 0.6058007063476363, state count = 7, state = [7, 32, 47, 80, 88, 99, 181]
train episode:313, reward = 0.5990656756416481, state count = 7, state = [7, 21, 32, 36, 47, 87, 88]
train episode:314, reward = 0.5974410011371108, state count = 7, state = [7, 32, 47, 74, 88, 140, 155]
train episode:315, reward = 0.6055681482081013, state count = 7, state = [7, 32, 37, 47, 60, 80, 88]
train episode:316, reward = 0.5993014662533899, state count = 7, state = [7, 32, 47, 68, 85, 88, 130]
train episode:317, reward = 0.6127774505336828, state count = 7, state = [7, 32, 47, 63, 78, 80, 88]
train episode:318, reward = 0.6046379156499617, state count = 7, state = [7, 32, 47, 73, 88, 105, 111]
evaluate episode:31.9, reward = 0.6060332644871711, state count = 7, state = [6, 7, 32, 47, 80, 88, 159]
train episode:319, reward = 0.6058007063476363, state count = 7, state = [7, 32, 47, 80, 88, 126, 133]
train episode:320, reward = 0.6060332644871711, state count = 7, state = [6, 7, 32, 47, 80, 88, 159]
train episode:321, reward = 0.5693930221566734, state count = 7, state = [4, 7, 22, 47, 74, 168, 174]
train episode:322, reward = 0.6085860207317878, state count = 7, state = [7, 32, 47, 50, 84, 88, 90]
train episode:323, reward = 0.5988358103962701, state count = 7, state = [7, 32, 47, 69, 88, 154, 160]
train episode:324, reward = 0.9632972815258467, state count = 7, state = [7, 47, 64, 100, 143, 147, 161]
train episode:325, reward = 0.6062663622047559, state count = 7, state = [7, 9, 32, 47, 80, 88, 112]
train episode:326, reward = 0.7017179640521113, state count = 7, state = [7, 32, 37, 44, 47, 88, 110]
train episode:327, reward = 0.6415667273192364, state count = 7, state = [7, 14, 15, 35, 47, 88, 92]
train episode:328, reward = 0.6064983807662409, state count = 7, state = [7, 32, 37, 47, 80, 88, 159]
evaluate episode:32.9, reward = 0.6064983807662409, state count = 7, state = [7, 32, 37, 47, 80, 88, 159]
train episode:329, reward = 0.6064983807662409, state count = 7, state = [7, 32, 37, 47, 80, 88, 159]
train episode:330, reward = 0.606265822626706, state count = 7, state = [4, 7, 32, 47, 80, 88, 180]
train episode:331, reward = 0.9435551498727996, state count = 4, state = [7, 18, 47, 81]
train episode:332, reward = 0.6346379156499619, state count = 7, state = [1, 7, 32, 47, 80, 81, 88]
train episode:333, reward = 0.5214860454124876, state count = 7, state = [7, 47, 49, 53, 88, 110, 138]
train episode:334, reward = 0.988850671275063, state count = 7, state = [7, 32, 33, 47, 81, 88, 149]
train episode:335, reward = 0.6053372063046698, state count = 7, state = [7, 32, 47, 83, 88, 131, 181]
train episode:336, reward = 0.6058007063476363, state count = 7, state = [1, 7, 32, 47, 80, 88, 159]
train episode:337, reward = 0.6058007063476363, state count = 7, state = [1, 7, 32, 47, 80, 88, 159]
train episode:338, reward = 0.6058007063476363, state count = 7, state = [7, 32, 47, 80, 88, 91, 159]
evaluate episode:33.9, reward = 0.5974410011371108, state count = 7, state = [7, 32, 47, 74, 80, 88, 159]
train episode:339, reward = 0.6064973041081875, state count = 7, state = [7, 32, 47, 51, 80, 88, 103]
train episode:340, reward = 0.5305423483835641, state count = 7, state = [7, 47, 50, 87, 88, 116, 163]
train episode:341, reward = 0.640219310998799, state count = 7, state = [7, 32, 47, 62, 80, 88, 159]
train episode:342, reward = 0.9400640848856193, state count = 7, state = [7, 47, 51, 87, 88, 143, 176]
train episode:343, reward = 0.5986021755986818, state count = 7, state = [7, 28, 32, 47, 57, 88, 152]
train episode:344, reward = 0.606265822626706, state count = 7, state = [5, 7, 32, 47, 80, 88, 172]
train episode:345, reward = 0.6058007063476363, state count = 7, state = [7, 32, 47, 66, 80, 88, 159]
train episode:346, reward = 0.6222956398096688, state count = 7, state = [7, 32, 47, 80, 86, 88, 159]
train episode:347, reward = 0.6069624203872572, state count = 7, state = [7, 9, 32, 47, 80, 88, 159]
train episode:348, reward = 0.598605405572842, state count = 7, state = [7, 29, 32, 47, 80, 88, 93]
evaluate episode:34.9, reward = 0.6095140999738204, state count = 7, state = [7, 32, 47, 50, 80, 88, 159]
train episode:349, reward = 0.6039483199138274, state count = 7, state = [7, 30, 32, 47, 80, 88, 104]
train episode:350, reward = 0.6058007063476363, state count = 7, state = [7, 32, 47, 71, 88, 127, 134]
train episode:351, reward = 0.606265283048656, state count = 7, state = [7, 32, 47, 80, 88, 117, 159]
train episode:352, reward = 0.6058007063476363, state count = 7, state = [7, 32, 47, 80, 88, 159, 171]
train episode:353, reward = 0.6002290034193261, state count = 7, state = [7, 16, 32, 47, 80, 88, 94]
train episode:354, reward = 0.6253372063046698, state count = 7, state = [7, 32, 47, 80, 83, 88, 183]
train episode:355, reward = 0.6095140999738204, state count = 7, state = [7, 32, 47, 50, 80, 88, 159]
train episode:356, reward = 0.6058007063476363, state count = 7, state = [7, 32, 47, 80, 88, 126, 159]
train episode:357, reward = 0.6058007063476363, state count = 7, state = [7, 32, 47, 80, 88, 95, 105]
train episode:358, reward = 0.6441727993708921, state count = 7, state = [7, 25, 32, 47, 88, 171, 172]
evaluate episode:35.9, reward = 0.606265822626706, state count = 7, state = [4, 7, 32, 47, 80, 88, 159]
train episode:359, reward = 0.6058007063476363, state count = 7, state = [7, 32, 47, 80, 88, 141, 149]
train episode:360, reward = 0.6058007063476363, state count = 7, state = [7, 32, 47, 80, 88, 158, 167]
train episode:361, reward = 0.6058007063476363, state count = 7, state = [7, 32, 38, 47, 80, 88, 159]
train episode:362, reward = 0.6058007063476363, state count = 7, state = [7, 32, 47, 80, 88, 99, 159]
train episode:363, reward = 0.6058007063476363, state count = 7, state = [7, 32, 47, 80, 88, 123, 159]
train episode:364, reward = 0.6058007063476363, state count = 7, state = [7, 32, 47, 80, 88, 106, 159]
train episode:365, reward = 0.5986005593625785, state count = 7, state = [7, 21, 32, 47, 60, 88, 89]
train episode:366, reward = 0.6064973041081875, state count = 7, state = [7, 32, 47, 80, 88, 96, 108]
train episode:367, reward = 0.8367055137882176, state count = 7, state = [7, 32, 47, 80, 88, 119, 159]
train episode:368, reward = 0.5990672918777515, state count = 7, state = [7, 8, 31, 32, 47, 53, 88]
evaluate episode:36.9, reward = 0.640219310998799, state count = 7, state = [7, 32, 47, 62, 80, 88, 159]
train episode:369, reward = 0.6058007063476363, state count = 7, state = [7, 12, 32, 47, 55, 88, 177]
train episode:370, reward = 0.6058007063476363, state count = 7, state = [7, 32, 47, 71, 88, 136, 174]
train episode:371, reward = 0.5983728474333071, state count = 7, state = [7, 32, 47, 88, 93, 149, 165]
train episode:372, reward = 0.6058007063476363, state count = 7, state = [7, 18, 32, 47, 80, 88, 179]
train episode:373, reward = 0.606265283048656, state count = 7, state = [7, 32, 47, 80, 88, 118, 169]
train episode:374, reward = 0.6058007063476363, state count = 7, state = [7, 32, 47, 80, 88, 159, 165]
train episode:375, reward = 0.6058007063476363, state count = 7, state = [7, 32, 47, 49, 87, 88, 108]
train episode:376, reward = 0.6058007063476363, state count = 7, state = [7, 32, 47, 80, 88, 106, 159]
train episode:377, reward = 0.5995313290007215, state count = 7, state = [7, 32, 47, 60, 88, 94, 180]
train episode:378, reward = 0.5990683685358049, state count = 7, state = [7, 32, 47, 62, 88, 89, 115]
evaluate episode:37.9, reward = 0.6409169854174037, state count = 7, state = [7, 32, 47, 68, 80, 88, 159]
train episode:379, reward = 0.6058007063476363, state count = 7, state = [7, 32, 36, 47, 80, 88, 144]
train episode:380, reward = 0.6409169854174037, state count = 7, state = [7, 32, 47, 68, 80, 88, 159]
train episode:381, reward = 0.5995340243929247, state count = 7, state = [6, 7, 32, 47, 80, 85, 88]
train episode:382, reward = 0.6055697644442046, state count = 7, state = [7, 32, 47, 68, 80, 88, 112]
train episode:383, reward = 0.606265283048656, state count = 7, state = [7, 32, 47, 80, 88, 89, 117]
train episode:384, reward = 0.6058007063476363, state count = 7, state = [7, 32, 47, 88, 89, 105, 121]
train episode:385, reward = 0.6409169854174037, state count = 7, state = [7, 32, 47, 68, 80, 88, 180]
train episode:386, reward = 0.6058007063476363, state count = 7, state = [7, 32, 47, 80, 88, 113, 183]
train episode:387, reward = 0.6058007063476363, state count = 7, state = [7, 32, 47, 80, 88, 132, 177]
train episode:388, reward = 0.606265822626706, state count = 7, state = [5, 7, 32, 47, 80, 88, 182]
evaluate episode:38.9, reward = 0.642312334254613, state count = 7, state = [7, 32, 47, 62, 68, 80, 88]
train episode:389, reward = 0.5328684643608698, state count = 7, state = [7, 42, 47, 63, 88, 111, 166]
train episode:390, reward = 0.6409169854174037, state count = 7, state = [7, 32, 47, 68, 80, 88, 175]
train episode:391, reward = 0.640219310998799, state count = 7, state = [7, 32, 47, 62, 80, 88, 102]
train episode:392, reward = 0.640219310998799, state count = 7, state = [7, 32, 47, 62, 80, 88, 151]
train episode:393, reward = 0.6058007063476363, state count = 7, state = [7, 32, 47, 80, 88, 129, 169]
train episode:394, reward = 0.606265283048656, state count = 7, state = [7, 32, 38, 47, 73, 80, 88]
train episode:395, reward = 0.600228463841276, state count = 7, state = [7, 32, 45, 47, 80, 88, 98]
train episode:396, reward = 0.860857179685486, state count = 7, state = [7, 16, 47, 65, 88, 98, 135]
train episode:397, reward = 0.8346054785158007, state count = 1, state = [80]
train episode:398, reward = 0.640451869138334, state count = 7, state = [7, 32, 47, 62, 80, 88, 182]
evaluate episode:39.9, reward = 0.640219310998799, state count = 7, state = [7, 32, 47, 62, 80, 88, 175]
train episode:399, reward = 0.640219310998799, state count = 7, state = [7, 32, 47, 62, 80, 88, 175]
train episode:400, reward = 0.6081252110849316, state count = 7, state = [7, 14, 16, 32, 47, 80, 88]
train episode:401, reward = 0.640451869138334, state count = 7, state = [7, 32, 47, 62, 80, 88, 182]
train episode:402, reward = 0.6392890784406595, state count = 7, state = [7, 32, 47, 62, 80, 88, 95]
train episode:403, reward = 0.6058007063476363, state count = 7, state = [7, 32, 47, 52, 80, 88, 169]
train episode:404, reward = 0.6590317471737102, state count = 7, state = [7, 32, 47, 58, 62, 80, 88]
train episode:405, reward = 0.640219310998799, state count = 7, state = [7, 32, 47, 62, 80, 88, 140]
train episode:406, reward = 0.5990683685358049, state count = 7, state = [7, 32, 47, 62, 80, 88, 115]
train episode:407, reward = 0.640219310998799, state count = 7, state = [7, 32, 47, 62, 80, 88, 153]
train episode:408, reward = 0.6409153691813002, state count = 7, state = [7, 31, 32, 47, 62, 80, 88]
evaluate episode:40.9, reward = 0.640219310998799, state count = 7, state = [7, 32, 47, 62, 80, 88, 140]
train episode:409, reward = 0.531946852561297, state count = 7, state = [7, 13, 19, 32, 47, 88, 112]
train episode:410, reward = 0.6064973041081875, state count = 7, state = [7, 32, 47, 55, 88, 96, 170]
train episode:411, reward = 0.8364729556486827, state count = 6, state = [7, 30, 47, 73, 88, 119]
train episode:412, reward = 0.6058007063476363, state count = 7, state = [7, 32, 47, 80, 88, 137, 178]
train episode:413, reward = 0.6058007063476363, state count = 7, state = [7, 24, 32, 47, 80, 88, 167]
train episode:414, reward = 0.5988358103962701, state count = 7, state = [7, 32, 47, 69, 80, 88, 174]
train episode:415, reward = 0.6002290034193261, state count = 7, state = [7, 16, 32, 47, 88, 94, 105]
train episode:416, reward = 0.6309169854174036, state count = 7, state = [7, 32, 47, 80, 82, 88, 138]
train episode:417, reward = 0.6109121367090935, state count = 7, state = [7, 10, 32, 47, 63, 88, 122]
train episode:418, reward = 0.6583443022556361, state count = 7, state = [7, 25, 32, 47, 58, 80, 88]
evaluate episode:41.9, reward = 0.600461021980811, state count = 7, state = [7, 32, 45, 47, 62, 80, 88]
train episode:419, reward = 0.606265283048656, state count = 7, state = [7, 32, 47, 88, 117, 145, 176]
train episode:420, reward = 0.640219310998799, state count = 7, state = [7, 32, 47, 62, 80, 88, 99]
train episode:421, reward = 0.6362642063906025, state count = 7, state = [7, 32, 47, 62, 80, 88, 96]
train episode:422, reward = 0.7965273506118216, state count = 7, state = [7, 23, 32, 47, 80, 88, 103]
train episode:423, reward = 0.600228463841276, state count = 7, state = [7, 8, 32, 45, 47, 80, 88]
train episode:424, reward = 0.6002290034193261, state count = 7, state = [7, 32, 47, 80, 88, 94, 95]
train episode:425, reward = 0.607427536666327, state count = 7, state = [7, 14, 32, 47, 87, 88, 162]
train episode:426, reward = 0.9825769922920277, state count = 7, state = [7, 32, 33, 45, 47, 80, 88]
train episode:427, reward = 0.6025529710766182, state count = 7, state = [7, 32, 34, 47, 78, 88, 89]
train episode:428, reward = 0.632312334254613, state count = 7, state = [6, 7, 32, 47, 62, 80, 88]
evaluate episode:42.9, reward = 0.632312334254613, state count = 7, state = [6, 7, 32, 47, 62, 80, 88]
train episode:429, reward = 0.6088223484235328, state count = 7, state = [7, 32, 47, 48, 59, 88, 176]
train episode:430, reward = 0.8151158444096716, state count = 7, state = [7, 32, 47, 77, 80, 88, 97]
train episode:431, reward = 0.8662064690412098, state count = 7, state = [7, 22, 24, 39, 47, 91, 119]
train episode:432, reward = 0.6109121367090935, state count = 7, state = [7, 10, 32, 47, 80, 88, 175]
train episode:433, reward = 0.6055681482081012, state count = 7, state = [7, 29, 32, 47, 80, 88, 175]
train episode:434, reward = 0.640219310998799, state count = 7, state = [7, 32, 47, 62, 80, 88, 137]
train episode:435, reward = 0.6058007063476363, state count = 7, state = [7, 32, 47, 88, 95, 128, 183]
train episode:436, reward = 0.601623815176532, state count = 7, state = [7, 10, 32, 47, 57, 88, 155]
train episode:437, reward = 0.60835884588252, state count = 7, state = [7, 27, 32, 47, 80, 88, 148]
train episode:438, reward = 0.8016447063396424, state count = 7, state = [7, 23, 32, 47, 78, 88, 132]
evaluate episode:43.9, reward = 0.6078921133673467, state count = 7, state = [7, 31, 32, 40, 47, 80, 88]
train episode:439, reward = 0.6051041085870849, state count = 7, state = [7, 32, 40, 47, 80, 88, 90]
train episode:440, reward = 0.9433139784688374, state count = 7, state = [7, 27, 47, 80, 88, 137, 156]
train episode:441, reward = 0.6058007063476363, state count = 7, state = [7, 32, 47, 80, 88, 158, 170]
train episode:442, reward = 0.5934848173728144, state count = 7, state = [7, 47, 77, 88, 126, 155, 181]
train episode:443, reward = 0.6076595552278119, state count = 7, state = [7, 31, 32, 47, 79, 80, 88]
train episode:444, reward = 0.606265822626706, state count = 7, state = [4, 7, 32, 47, 80, 88, 183]
train episode:445, reward = 0.606265822626706, state count = 7, state = [4, 7, 32, 47, 80, 88, 183]
train episode:446, reward = 0.6058007063476363, state count = 7, state = [7, 32, 47, 54, 88, 114, 130]
train episode:447, reward = 0.6058007063476363, state count = 7, state = [7, 32, 47, 80, 88, 150, 172]
train episode:448, reward = 0.6137076830918222, state count = 7, state = [7, 16, 32, 47, 70, 80, 88]
evaluate episode:44.9, reward = 0.6058007063476363, state count = 7, state = [7, 24, 32, 47, 80, 88, 183]
train episode:449, reward = 0.6058007063476363, state count = 7, state = [7, 32, 47, 80, 88, 154, 183]
train episode:450, reward = 0.6058007063476363, state count = 7, state = [7, 24, 32, 47, 80, 88, 183]
train episode:451, reward = 0.5732910364095277, state count = 7, state = [7, 12, 30, 47, 65, 125, 158]
train episode:452, reward = 0.7205551733544368, state count = 7, state = [2, 7, 32, 44, 47, 82, 88]
train episode:453, reward = 0.993957797502353, state count = 7, state = [7, 17, 32, 47, 80, 88, 162]
train episode:454, reward = 0.6060332644871711, state count = 7, state = [6, 7, 32, 47, 80, 88, 144]
train episode:455, reward = 0.5983728474333071, state count = 7, state = [7, 32, 47, 80, 88, 93, 183]
train episode:456, reward = 0.6058007063476363, state count = 7, state = [7, 32, 47, 80, 88, 100, 183]
train episode:457, reward = 0.5985973243923253, state count = 7, state = [7, 11, 27, 47, 77, 88, 178]
train episode:458, reward = 0.6058007063476363, state count = 7, state = [7, 12, 32, 47, 80, 88, 98]
evaluate episode:45.9, reward = 0.6058007063476363, state count = 7, state = [7, 12, 32, 47, 80, 88, 183]
train episode:459, reward = 0.6406844272778688, state count = 7, state = [7, 32, 47, 68, 88, 171, 182]
train episode:460, reward = 0.5990683685358049, state count = 7, state = [7, 32, 47, 80, 88, 115, 183]
train episode:461, reward = 0.6058007063476363, state count = 7, state = [7, 32, 47, 80, 88, 100, 137]
train episode:462, reward = 0.6053372063046698, state count = 7, state = [7, 12, 32, 47, 80, 83, 88]
train episode:463, reward = 0.6058007063476363, state count = 7, state = [7, 12, 32, 46, 47, 80, 88]
train episode:464, reward = 0.6058007063476363, state count = 7, state = [7, 32, 47, 80, 88, 136, 160]
train episode:465, reward = 0.6234751249522874, state count = 7, state = [7, 32, 47, 55, 80, 88, 183]
train episode:466, reward = 0.7019494455335928, state count = 7, state = [7, 32, 44, 47, 51, 88, 179]
train episode:467, reward = 0.6009250616018272, state count = 7, state = [7, 14, 32, 45, 47, 80, 88]
train episode:468, reward = 0.5542697410624892, state count = 7, state = [7, 19, 32, 47, 56, 88, 156]
evaluate episode:46.9, reward = 0.6402150043665853, state count = 7, state = [7, 32, 47, 48, 80, 88, 183]
train episode:469, reward = 0.6402150043665853, state count = 7, state = [7, 32, 47, 48, 80, 88, 183]
train episode:470, reward = 0.6402150043665853, state count = 7, state = [7, 32, 47, 48, 80, 88, 183]
train episode:471, reward = 0.5993014662533899, state count = 7, state = [7, 32, 47, 80, 85, 88, 183]
train episode:472, reward = 0.5242799705630198, state count = 7, state = [7, 19, 32, 47, 56, 88, 116]
train episode:473, reward = 0.6058007063476363, state count = 7, state = [7, 32, 47, 80, 88, 177, 183]
train episode:474, reward = 0.5990656756416481, state count = 7, state = [7, 21, 32, 47, 67, 88, 148]
train episode:475, reward = 0.7965273506118216, state count = 7, state = [7, 12, 23, 32, 47, 80, 88]
train episode:476, reward = 0.6120808527731315, state count = 7, state = [7, 32, 47, 67, 77, 88, 106]
train episode:477, reward = 0.7674920487179027, state count = 7, state = [2, 7, 47, 88, 104, 118, 152]
train episode:478, reward = 0.6673386736572001, state count = 7, state = [7, 13, 44, 47, 88, 109, 124]
evaluate episode:47.9, reward = 0.6039483199138274, state count = 7, state = [7, 30, 32, 47, 80, 88, 128]
train episode:479, reward = 0.5990683685358049, state count = 7, state = [7, 32, 47, 88, 115, 141, 144]
train episode:480, reward = 0.5349754941635642, state count = 7, state = [7, 35, 37, 47, 74, 88, 175]
train episode:481, reward = 0.6058007063476363, state count = 7, state = [7, 32, 47, 84, 88, 160, 176]
train episode:482, reward = 0.7017195802882147, state count = 7, state = [7, 13, 32, 44, 47, 80, 88]
train episode:483, reward = 0.6385461643994398, state count = 7, state = [7, 35, 47, 60, 64, 105, 142]
train episode:484, reward = 0.606265283048656, state count = 7, state = [7, 32, 47, 88, 103, 118, 175]
train episode:485, reward = 0.6385914040220548, state count = 7, state = [7, 32, 47, 75, 82, 88, 136]
train episode:486, reward = 0.6411452369247249, state count = 7, state = [7, 32, 47, 48, 80, 88, 138]
train episode:487, reward = 0.815812442170223, state count = 7, state = [7, 32, 47, 80, 88, 97, 128]
train episode:488, reward = 0.6058007063476363, state count = 7, state = [7, 32, 47, 80, 88, 98, 104]
evaluate episode:48.9, reward = 0.6058007063476363, state count = 7, state = [7, 32, 47, 80, 88, 104, 128]
train episode:489, reward = 0.6058007063476363, state count = 7, state = [7, 32, 47, 80, 88, 145, 146]
train episode:490, reward = 0.6053372063046698, state count = 7, state = [7, 32, 47, 80, 83, 88, 104]
train episode:491, reward = 0.5983728474333071, state count = 7, state = [7, 32, 47, 80, 88, 93, 169]
train episode:492, reward = 0.606265283048656, state count = 7, state = [7, 32, 47, 80, 88, 118, 141]
train episode:493, reward = 0.6195092462694173, state count = 7, state = [7, 32, 47, 58, 88, 109, 137]
train episode:494, reward = 0.6058007063476363, state count = 7, state = [7, 32, 47, 80, 88, 100, 105]
train episode:495, reward = 0.6039483199138274, state count = 7, state = [7, 30, 32, 47, 80, 88, 92]
train episode:496, reward = 0.6030121644873708, state count = 7, state = [7, 32, 47, 50, 74, 80, 88]
train episode:497, reward = 0.5486883457136518, state count = 7, state = [7, 19, 32, 47, 80, 88, 159]
train episode:498, reward = 0.6222956398096688, state count = 7, state = [7, 32, 47, 80, 86, 88, 151]
evaluate episode:49.9, reward = 0.6064983807662409, state count = 7, state = [7, 32, 37, 47, 80, 88, 99]
train episode:499, reward = 0.6374286133243804, state count = 7, state = [7, 32, 47, 79, 80, 82, 88]
train episode:500, reward = 0.6090532903269643, state count = 7, state = [7, 32, 47, 48, 88, 163, 181]
train episode:501, reward = 0.6078921133673467, state count = 7, state = [7, 31, 32, 47, 66, 80, 88]
train episode:502, reward = 0.6058007063476363, state count = 7, state = [7, 32, 47, 80, 88, 99, 145]
train episode:503, reward = 0.6067303993277258, state count = 7, state = [3, 7, 18, 26, 32, 47, 88]
train episode:504, reward = 0.6074264600082736, state count = 7, state = [7, 32, 37, 39, 47, 80, 88]
train episode:505, reward = 0.922406368220052, state count = 7, state = [7, 9, 39, 47, 79, 88, 89]
train episode:506, reward = 0.6076600948058618, state count = 7, state = [7, 9, 32, 37, 47, 80, 88]
train episode:507, reward = 0.6074286133243804, state count = 7, state = [7, 31, 32, 47, 80, 83, 88]
train episode:508, reward = 0.5992982337811831, state count = 7, state = [7, 11, 21, 32, 47, 88, 104]
evaluate episode:50.9, reward = 0.6088223459254863, state count = 7, state = [7, 31, 32, 37, 47, 80, 88]
train episode:509, reward = 0.6088223459254863, state count = 7, state = [7, 31, 32, 37, 47, 80, 88]
train episode:510, reward = 0.6058007063476363, state count = 7, state = [7, 32, 47, 80, 88, 103, 104]
train episode:511, reward = 0.6078921133673467, state count = 7, state = [7, 31, 32, 47, 80, 88, 101]
train episode:512, reward = 0.5254373754723807, state count = 7, state = [7, 47, 66, 88, 94, 156, 171]
train episode:513, reward = 0.6078926529453967, state count = 7, state = [7, 31, 32, 47, 65, 80, 88]
train episode:514, reward = 0.988850671275063, state count = 7, state = [7, 32, 33, 47, 80, 88, 120]
train episode:515, reward = 0.9465670970301225, state count = 7, state = [7, 47, 88, 124, 127, 138, 139]
