max = 5, decision tree, 10folds
train episode:0, reward = 0.9892284601109521, state count = 5, state = [27, 33, 60, 110, 128]
train episode:292, reward = 0.9201251923296592, state count = 5, state = [70, 103, 168, 173, 183]
train episode:293, reward = 0.9457308407819249, state count = 5, state = [60, 103, 124, 168, 173]
train episode:294, reward = 0.9432926426228689, state count = 5, state = [31, 103, 168, 173, 183]
train episode:295, reward = 0.9136169877364116, state count = 5, state = [70, 103, 128, 168, 173]
train episode:296, reward = 0.9684950885761816, state count = 5, state = [103, 119, 168, 173, 183]
train episode:297, reward = 0.9493864830391361, state count = 5, state = [62, 103, 152, 168, 173]
train episode:298, reward = 0.9203280304069198, state count = 5, state = [24, 103, 168, 173, 183]
evaluate episode:29.9, reward = 0.9199215263418792, state count = 5, state = [103, 118, 168, 173, 183]
train episode:299, reward = 0.9953227195204741, state count = 5, state = [25, 103, 145, 168, 173]
train episode:300, reward = 0.9205300439323244, state count = 5, state = [83, 103, 168, 173, 175]
train episode:301, reward = 0.9172747014492533, state count = 5, state = [103, 124, 168, 171, 173]
train episode:302, reward = 0.9162588518832478, state count = 5, state = [103, 156, 160, 168, 173]
train episode:303, reward = 0.9197182743093588, state count = 5, state = [103, 128, 168, 173, 183]
train episode:304, reward = 0.9245955002173224, state count = 5, state = [82, 103, 168, 173, 183]
train episode:305, reward = 0.9197182743093588, state count = 5, state = [103, 127, 168, 173, 183]
train episode:306, reward = 0.9199215263418792, state count = 5, state = [103, 118, 168, 173, 183]
train episode:307, reward = 0.9199215263418792, state count = 5, state = [103, 118, 168, 173, 183]
train episode:308, reward = 0.9199215263418792, state count = 5, state = [95, 103, 168, 173, 183]
evaluate episode:30.9, reward = 0.9199215263418792, state count = 5, state = [103, 118, 168, 173, 183]
train episode:309, reward = 0.9162617445320708, state count = 5, state = [83, 103, 131, 168, 173]
train episode:310, reward = 0.9199215263418792, state count = 5, state = [103, 118, 168, 173, 183]
train episode:311, reward = 0.9227649900588603, state count = 5, state = [103, 129, 168, 173, 183]
train episode:312, reward = 0.9955288658811492, state count = 5, state = [39, 42, 54, 103, 173]
train episode:313, reward = 0.9262186271873253, state count = 5, state = [103, 142, 168, 173, 183]
train episode:314, reward = 0.9262215198361483, state count = 5, state = [12, 90, 103, 166, 173]
train episode:315, reward = 0.9199215263418792, state count = 5, state = [103, 118, 168, 173, 183]
train episode:316, reward = 0.9199215263418792, state count = 5, state = [103, 118, 168, 173, 183]
train episode:317, reward = 0.9286580638534971, state count = 5, state = [65, 103, 168, 173, 177]
train episode:318, reward = 0.9323141234246316, state count = 5, state = [65, 103, 164, 168, 173]
evaluate episode:31.9, reward = 0.9199215263418792, state count = 5, state = [103, 118, 168, 173, 183]
train episode:319, reward = 0.9235759351299698, state count = 5, state = [85, 103, 165, 168, 173]
train episode:320, reward = 0.9499999546580445, state count = 5, state = [103, 162, 168, 173, 183]
train episode:321, reward = 0.9491881833557475, state count = 5, state = [2, 103, 168, 173, 183]
train episode:322, reward = 0.9199215263418792, state count = 5, state = [103, 118, 168, 173, 183]
train episode:323, reward = 0.9136169877364116, state count = 5, state = [70, 94, 103, 168, 173]
train episode:324, reward = 0.9375986779494918, state count = 5, state = [103, 152, 164, 168, 173]
train episode:325, reward = 0.9493864830391361, state count = 5, state = [62, 103, 141, 168, 173]
train episode:326, reward = 0.9199215263418792, state count = 5, state = [103, 118, 168, 173, 183]
train episode:327, reward = 0.9154462560290947, state count = 5, state = [7, 103, 156, 168, 173]
train episode:328, reward = 0.9489853452784868, state count = 5, state = [3, 103, 168, 173, 183]
evaluate episode:32.9, reward = 0.9489853452784868, state count = 5, state = [3, 103, 168, 173, 183]
train episode:329, reward = 0.9595495019790757, state count = 5, state = [76, 87, 103, 168, 173]
train episode:330, reward = 0.8999999109954209, state count = 5, state = [50, 71, 103, 125, 173]
train episode:331, reward = 0.9489853452784868, state count = 5, state = [3, 103, 168, 173, 183]
train episode:332, reward = 0.9239857374024346, state count = 5, state = [103, 168, 173, 177, 183]
train episode:333, reward = 0.9969512178328633, state count = 5, state = [11, 40, 43, 102, 173]
train episode:334, reward = 0.9203280304069198, state count = 5, state = [15, 103, 168, 173, 183]
train episode:335, reward = 0.9199215263418792, state count = 5, state = [103, 105, 168, 173, 183]
train episode:336, reward = 0.9197178603540991, state count = 5, state = [96, 103, 168, 173, 183]
train episode:337, reward = 0.9239857374024346, state count = 5, state = [103, 168, 173, 177, 183]
train episode:338, reward = 0.92967515360595, state count = 5, state = [103, 150, 168, 173, 183]
evaluate episode:33.9, reward = 0.925813353232742, state count = 5, state = [87, 103, 168, 173, 183]
train episode:339, reward = 0.9199215263418792, state count = 5, state = [85, 103, 168, 173, 183]
train episode:340, reward = 0.9953227195204741, state count = 5, state = [17, 103, 168, 173, 183]
train episode:341, reward = 0.9156524007104379, state count = 5, state = [14, 34, 103, 168, 173]
train episode:342, reward = 0.9373974923346065, state count = 5, state = [56, 87, 103, 168, 173]
train episode:343, reward = 0.9953227195204741, state count = 5, state = [17, 103, 118, 168, 173]
train episode:344, reward = 0.9199215263418792, state count = 5, state = [103, 104, 168, 173, 183]
train episode:345, reward = 0.9233763986187966, state count = 5, state = [103, 156, 168, 173, 183]
train episode:346, reward = 0.9613824925104325, state count = 5, state = [41, 48, 103, 107, 173]
train episode:347, reward = 0.9260170259378487, state count = 5, state = [103, 155, 168, 173, 183]
train episode:348, reward = 0.9191043836971959, state count = 5, state = [43, 103, 168, 173, 183]
evaluate episode:34.9, reward = 0.925813353232742, state count = 5, state = [87, 103, 168, 173, 183]
train episode:349, reward = 0.9142267455133044, state count = 5, state = [30, 86, 103, 168, 173]
train episode:350, reward = 0.9199215263418792, state count = 5, state = [53, 103, 168, 173, 183]
train episode:351, reward = 0.9934959299213546, state count = 5, state = [62, 67, 95, 103, 173]
train episode:352, reward = 0.9284605937599595, state count = 5, state = [32, 103, 168, 173, 183]
train episode:353, reward = 0.8648377031726842, state count = 5, state = [7, 86, 114, 125, 154]
train episode:354, reward = 0.9203284426828479, state count = 5, state = [51, 103, 168, 173, 183]
train episode:355, reward = 0.949593862868932, state count = 5, state = [103, 164, 168, 173, 183]
train episode:356, reward = 0.9260170259378487, state count = 5, state = [103, 155, 168, 173, 183]
train episode:357, reward = 0.930080412446548, state count = 5, state = [58, 89, 103, 168, 173]
train episode:358, reward = 0.9945130179944754, state count = 5, state = [4, 26, 31, 103, 173]
evaluate episode:35.9, reward = 0.925813353232742, state count = 5, state = [87, 103, 168, 173, 183]
train episode:359, reward = 0.925813353232742, state count = 5, state = [87, 103, 168, 173, 183]
train episode:360, reward = 0.9215483671538978, state count = 5, state = [103, 168, 173, 179, 183]
train episode:361, reward = 0.9231719047204974, state count = 5, state = [103, 153, 168, 173, 183]
train episode:362, reward = 0.916462930146956, state count = 5, state = [70, 103, 148, 168, 173]
train episode:363, reward = 0.925813353232742, state count = 5, state = [87, 103, 168, 173, 183]
train episode:364, reward = 0.9195154345527665, state count = 5, state = [5, 103, 168, 173, 183]
train episode:365, reward = 0.9134133234279632, state count = 5, state = [12, 103, 168, 173, 174]
train episode:366, reward = 0.9640218813223689, state count = 5, state = [103, 113, 163, 168, 173]
train episode:367, reward = 0.9270345262868979, state count = 5, state = [103, 168, 173, 175, 183]
train episode:368, reward = 0.9195150205975068, state count = 5, state = [103, 141, 168, 173, 183]
evaluate episode:36.9, reward = 0.925813353232742, state count = 5, state = [87, 103, 168, 173, 183]
train episode:369, reward = 0.9199215263418792, state count = 5, state = [103, 115, 168, 173, 183]
train episode:370, reward = 0.9815032236954776, state count = 5, state = [12, 38, 103, 168, 173]
train episode:371, reward = 0.9219540449877506, state count = 5, state = [9, 103, 168, 173, 183]
train episode:372, reward = 0.9199215263418792, state count = 5, state = [103, 118, 168, 173, 183]
train episode:373, reward = 0.9497983601258948, state count = 5, state = [34, 56, 103, 168, 173]
train episode:374, reward = 0.9195150205975068, state count = 5, state = [103, 141, 168, 173, 183]
train episode:375, reward = 0.9199215263418792, state count = 5, state = [103, 139, 168, 173, 183]
train episode:376, reward = 0.9256092766483658, state count = 5, state = [103, 126, 168, 173, 183]
train episode:377, reward = 0.9199215263418792, state count = 5, state = [103, 105, 168, 173, 183]
train episode:378, reward = 0.9432926426228689, state count = 5, state = [31, 103, 168, 173, 183]
evaluate episode:37.9, reward = 0.9432926426228689, state count = 5, state = [31, 103, 168, 173, 183]
train episode:379, reward = 0.9136169877364116, state count = 5, state = [100, 103, 152, 168, 173]
train episode:380, reward = 0.9195150205975068, state count = 5, state = [103, 141, 168, 173, 183]
train episode:381, reward = 0.9266255351316355, state count = 5, state = [91, 103, 168, 173, 183]
train episode:382, reward = 0.9382067883020039, state count = 5, state = [63, 103, 165, 168, 173]
train episode:383, reward = 0.9258146001365164, state count = 5, state = [103, 154, 168, 173, 183]
train episode:384, reward = 0.9304856830424679, state count = 5, state = [5, 64, 103, 168, 173]
train episode:385, reward = 0.925206082546071, state count = 5, state = [78, 103, 168, 173, 183]
train episode:386, reward = 0.9447149962539149, state count = 5, state = [87, 103, 111, 168, 173]
train episode:387, reward = 0.9156490957856869, state count = 5, state = [13, 103, 168, 173, 176]
train episode:388, reward = 0.9231719047204974, state count = 5, state = [103, 153, 168, 173, 183]
evaluate episode:38.9, reward = 0.9231719047204974, state count = 5, state = [103, 153, 168, 173, 183]
train episode:389, reward = 0.9231719047204974, state count = 5, state = [103, 153, 168, 173, 183]
train episode:390, reward = 0.9274393778895629, state count = 5, state = [103, 143, 168, 173, 183]
train episode:391, reward = 0.7697135881342991, state count = 5, state = [3, 13, 83, 103, 117]
train episode:392, reward = 0.9788630120110169, state count = 5, state = [67, 103, 108, 168, 173]
train episode:393, reward = 0.889431624818225, state count = 5, state = [2, 10, 103, 106, 173]
train episode:394, reward = 0.9203280304069198, state count = 5, state = [15, 103, 168, 173, 183]
train episode:395, reward = 0.9876012053436737, state count = 5, state = [36, 103, 168, 173, 183]
train episode:396, reward = 0.9483751785843294, state count = 5, state = [41, 103, 168, 173, 183]
train episode:397, reward = 0.9382105004646879, state count = 5, state = [41, 55, 103, 125, 173]
train episode:398, reward = 0.9207349484272201, state count = 5, state = [42, 103, 168, 173, 183]
evaluate episode:39.9, reward = 0.9207349484272201, state count = 5, state = [42, 103, 168, 173, 183]
train episode:399, reward = 0.9158523478182072, state count = 5, state = [51, 103, 160, 168, 173]
train episode:400, reward = 0.9247983382945828, state count = 5, state = [103, 161, 168, 173, 183]
train episode:401, reward = 0.9136169877364116, state count = 5, state = [1, 103, 168, 173, 180]
train episode:402, reward = 0.9148348474691581, state count = 5, state = [86, 89, 103, 168, 173]
train episode:403, reward = 0.9215483671538978, state count = 5, state = [103, 168, 173, 179, 183]
train episode:404, reward = 0.9589430508062657, state count = 5, state = [41, 66, 103, 168, 173]
train episode:405, reward = 0.989632483803098, state count = 5, state = [30, 33, 102, 103, 167]
train episode:406, reward = 0.9199215263418792, state count = 5, state = [8, 103, 168, 173, 183]
train episode:407, reward = 0.9150397536433857, state count = 5, state = [3, 51, 103, 168, 173]
train episode:408, reward = 0.9223576580833003, state count = 5, state = [80, 97, 103, 168, 173]
evaluate episode:40.9, reward = 0.9207349484272201, state count = 5, state = [42, 103, 168, 173, 183]
train episode:409, reward = 0.9392238696577984, state count = 5, state = [71, 103, 144, 163, 173]
train episode:410, reward = 0.8817084497823906, state count = 5, state = [13, 21, 103, 136, 173]
train episode:411, reward = 0.9207349484272201, state count = 5, state = [42, 103, 168, 173, 183]
train episode:412, reward = 0.9516247357697546, state count = 5, state = [62, 83, 103, 168, 173]
train episode:413, reward = 0.9148356737003459, state count = 5, state = [24, 103, 129, 168, 173]
train episode:414, reward = 0.9207349484272201, state count = 5, state = [42, 103, 168, 173, 183]
train episode:415, reward = 0.9239857407610979, state count = 5, state = [103, 160, 168, 173, 183]
train episode:416, reward = 0.9199215263418792, state count = 5, state = [8, 103, 168, 173, 183]
train episode:417, reward = 0.9199215263418792, state count = 5, state = [94, 103, 168, 173, 183]
train episode:418, reward = 0.9453206127988787, state count = 5, state = [49, 103, 168, 173, 183]
evaluate episode:41.9, reward = 0.9453206127988787, state count = 5, state = [49, 103, 168, 173, 183]
train episode:419, reward = 0.9282523876989762, state count = 5, state = [103, 151, 168, 173, 183]
train episode:420, reward = 0.9233763986187966, state count = 5, state = [103, 156, 168, 173, 183]
train episode:421, reward = 0.9193059866260042, state count = 5, state = [35, 65, 103, 144, 173]
train episode:422, reward = 0.9967483780762711, state count = 5, state = [47, 53, 103, 168, 173]
train episode:423, reward = 0.9955284536052211, state count = 5, state = [40, 103, 168, 173, 183]
train episode:424, reward = 0.9231719047204974, state count = 5, state = [103, 153, 168, 173, 183]
train episode:425, reward = 0.9953227195204741, state count = 5, state = [22, 103, 141, 168, 173]
train episode:426, reward = 0.9231714924445692, state count = 5, state = [39, 103, 168, 173, 183]
train episode:427, reward = 0.9231719047204974, state count = 5, state = [103, 153, 168, 173, 183]
train episode:428, reward = 0.8302786214460263, state count = 5, state = [11, 89, 98, 103, 150]
evaluate episode:42.9, reward = 0.9239857374024346, state count = 5, state = [103, 168, 173, 177, 183]
train episode:429, reward = 0.942073125389752, state count = 5, state = [29, 103, 168, 173, 183]
train episode:430, reward = 0.9556914288825367, state count = 5, state = [65, 103, 168, 173, 183]
train episode:431, reward = 0.9288588371924543, state count = 5, state = [75, 78, 103, 168, 173]
train episode:432, reward = 0.998780487804878, state count = 5, state = [23, 68, 103, 173, 181]
train episode:433, reward = 0.9213447011661178, state count = 5, state = [103, 158, 168, 173, 183]
train episode:434, reward = 0.9644296222151935, state count = 5, state = [66, 103, 119, 136, 168]
train episode:435, reward = 0.911789363509446, state count = 5, state = [14, 80, 103, 168, 173]
train episode:436, reward = 0.9794723558326499, state count = 5, state = [67, 103, 134, 160, 173]
train episode:437, reward = 0.9028466829958163, state count = 5, state = [49, 100, 103, 125, 173]
train episode:438, reward = 0.9199215263418792, state count = 5, state = [103, 115, 168, 173, 183]
evaluate episode:43.9, reward = 0.9239857374024346, state count = 5, state = [103, 168, 173, 177, 183]
train episode:439, reward = 0.9288646224901003, state count = 5, state = [103, 168, 169, 173, 183]
train episode:440, reward = 0.9239857374024346, state count = 5, state = [103, 168, 173, 177, 183]
train episode:441, reward = 0.9136169877364116, state count = 5, state = [103, 107, 117, 168, 173]
train episode:442, reward = 0.9256092766483658, state count = 5, state = [103, 126, 168, 173, 183]
train episode:443, reward = 0.9684950885761816, state count = 5, state = [103, 119, 168, 173, 183]
train episode:444, reward = 0.9953227195204741, state count = 5, state = [25, 103, 123, 168, 173]
train episode:445, reward = 0.9205279775146892, state count = 5, state = [103, 133, 168, 173, 183]
train episode:446, reward = 0.9195117123140927, state count = 5, state = [103, 130, 150, 168, 173]
train episode:447, reward = 0.9060987205541364, state count = 5, state = [12, 103, 134, 137, 173]
train episode:448, reward = 0.8827234798345348, state count = 5, state = [89, 103, 127, 161, 173]
evaluate episode:44.9, reward = 0.9432926426228689, state count = 5, state = [31, 103, 168, 173, 183]
train episode:449, reward = 0.9658552874883173, state count = 5, state = [103, 120, 148, 168, 173]
train episode:450, reward = 0.8912596579624553, state count = 5, state = [88, 103, 121, 157, 173]
train episode:451, reward = 0.9406532487729373, state count = 5, state = [75, 103, 168, 173, 183]
train episode:452, reward = 0.9170718600133292, state count = 5, state = [77, 103, 152, 168, 173]
train episode:453, reward = 0.9432926426228689, state count = 5, state = [31, 103, 168, 173, 183]
train episode:454, reward = 0.9432926426228689, state count = 5, state = [31, 103, 168, 173, 183]
train episode:455, reward = 0.9140239057567122, state count = 5, state = [3, 103, 116, 168, 173]
train episode:456, reward = 0.8817088637376503, state count = 5, state = [69, 103, 118, 143, 173]
train episode:457, reward = 0.8991877324551906, state count = 5, state = [69, 103, 112, 136, 173]
train episode:458, reward = 0.879473089700595, state count = 2, state = [103, 173]
evaluate episode:45.9, reward = 0.9199215263418792, state count = 5, state = [11, 103, 168, 173, 183]
train episode:459, reward = 0.925812533718881, state count = 5, state = [103, 149, 168, 173, 183]
train episode:460, reward = 0.9286580688914924, state count = 5, state = [103, 112, 147, 168, 173]
train episode:461, reward = 0.9193092999474134, state count = 5, state = [42, 91, 103, 168, 173]
train episode:462, reward = 0.9266259507662269, state count = 5, state = [88, 103, 168, 173, 183]
train episode:463, reward = 0.9304856830424679, state count = 5, state = [64, 103, 139, 168, 173]
train episode:464, reward = 0.9489853452784868, state count = 5, state = [3, 103, 168, 173, 183]
train episode:465, reward = 0.92967515360595, state count = 5, state = [103, 150, 168, 173, 183]
train episode:466, reward = 0.9056922181684275, state count = 5, state = [43, 85, 103, 168, 173]
train episode:467, reward = 0.9599572411925686, state count = 5, state = [12, 66, 89, 103, 173]
train episode:468, reward = 0.949593862868932, state count = 5, state = [103, 164, 168, 173, 183]
evaluate episode:46.9, reward = 0.9489853452784868, state count = 5, state = [3, 103, 168, 173, 183]
train episode:469, reward = 0.9197178603540991, state count = 5, state = [96, 103, 168, 173, 183]
train episode:470, reward = 0.9205279775146892, state count = 5, state = [103, 133, 168, 173, 183]
train episode:471, reward = 0.91239706158603, state count = 5, state = [85, 103, 133, 168, 173]
train episode:472, reward = 0.9249995222301364, state count = 5, state = [18, 103, 121, 173, 181]
train episode:473, reward = 0.9231714924445692, state count = 5, state = [39, 103, 168, 173, 183]
train episode:474, reward = 0.9979687165025808, state count = 5, state = [23, 103, 168, 173, 183]
train episode:475, reward = 0.9957317056377415, state count = 5, state = [26, 60, 103, 114, 141]
train episode:476, reward = 0.9947158577510677, state count = 5, state = [26, 31, 103, 129, 173]
train episode:477, reward = 0.9199215263418792, state count = 5, state = [4, 103, 168, 173, 183]
train episode:478, reward = 0.9951215339055892, state count = 5, state = [40, 103, 135, 168, 173]
evaluate episode:47.9, reward = 0.9489853452784868, state count = 5, state = [3, 103, 168, 173, 183]
train episode:479, reward = 0.997561387885684, state count = 5, state = [26, 103, 143, 168, 173]
train episode:480, reward = 0.9552832773931158, state count = 5, state = [63, 103, 110, 171, 173]
train episode:481, reward = 0.9136169877364116, state count = 5, state = [11, 12, 103, 168, 173]
train episode:482, reward = 0.9121933922395866, state count = 5, state = [103, 123, 138, 168, 173]
train episode:483, reward = 0.9235796556893121, state count = 5, state = [57, 103, 168, 173, 183]
train episode:484, reward = 0.9524373349825714, state count = 5, state = [2, 55, 103, 168, 173]
train episode:485, reward = 0.9296788640893023, state count = 5, state = [103, 168, 170, 173, 183]
train episode:486, reward = 0.9436999678811022, state count = 5, state = [103, 113, 168, 173, 179]
train episode:487, reward = 0.9231727326310166, state count = 5, state = [103, 121, 168, 173, 183]
train episode:488, reward = 0.9276397406319239, state count = 5, state = [63, 103, 128, 168, 173]
evaluate episode:48.9, reward = 0.9199215263418792, state count = 5, state = [11, 103, 168, 173, 183]
train episode:489, reward = 0.9199215263418792, state count = 5, state = [11, 103, 168, 173, 183]
train episode:490, reward = 0.9199215263418792, state count = 5, state = [11, 103, 168, 173, 183]
train episode:491, reward = 0.9270316353174065, state count = 5, state = [5, 103, 107, 125, 166]
train episode:492, reward = 0.9199215263418792, state count = 5, state = [11, 103, 168, 173, 183]
train episode:493, reward = 0.9573191026430699, state count = 5, state = [103, 110, 168, 173, 183]
train episode:494, reward = 0.9335357053960521, state count = 5, state = [35, 103, 168, 173, 183]
train episode:495, reward = 0.9199215263418792, state count = 5, state = [1, 103, 168, 173, 183]
train episode:496, reward = 0.9199215263418792, state count = 5, state = [53, 103, 168, 173, 183]
train episode:497, reward = 0.9406532487729373, state count = 5, state = [75, 103, 168, 173, 183]
train episode:498, reward = 0.9203222535059323, state count = 5, state = [19, 69, 103, 168, 173]
evaluate episode:49.9, reward = 0.9231727326310166, state count = 5, state = [103, 121, 168, 173, 183]
train episode:499, reward = 0.9107706246532811, state count = 5, state = [45, 103, 160, 168, 173]
train episode:500, reward = 0.9199215263418792, state count = 5, state = [103, 106, 168, 173, 183]
train episode:501, reward = 0.9229657667564807, state count = 5, state = [49, 75, 103, 127, 128]
train episode:502, reward = 0.9191043836971959, state count = 5, state = [43, 103, 168, 173, 183]
train episode:503, reward = 0.9487804525389126, state count = 5, state = [29, 31, 103, 168, 173]
train episode:504, reward = 0.94451338660778, state count = 5, state = [31, 103, 154, 168, 173]
train episode:505, reward = 0.9176816194695536, state count = 5, state = [30, 103, 151, 168, 173]
train episode:506, reward = 0.9231727326310166, state count = 5, state = [103, 121, 168, 173, 183]
train episode:507, reward = 0.9247958612803515, state count = 5, state = [103, 122, 165, 168, 173]
train episode:508, reward = 0.9310942006329134, state count = 5, state = [75, 103, 168, 169, 173]
evaluate episode:50.9, reward = 0.9207349484272201, state count = 5, state = [42, 103, 168, 173, 183]
train episode:509, reward = 0.9203238975716493, state count = 5, state = [95, 103, 168, 169, 173]
train episode:510, reward = 0, state count = 0, state = []
train episode:511, reward = 0.9203288566381076, state count = 5, state = [30, 103, 168, 173, 183]
train episode:512, reward = 0.9207349484272201, state count = 5, state = [42, 103, 168, 173, 183]
train episode:513, reward = 0.9186937484762165, state count = 5, state = [79, 103, 129, 168, 173]
train episode:514, reward = 0.9239857407610979, state count = 5, state = [103, 160, 168, 173, 183]
train episode:515, reward = 0.9428840620642029, state count = 5, state = [56, 103, 168, 173, 183]
train episode:516, reward = 0.8922771532735094, state count = 5, state = [63, 103, 115, 153, 173]
train episode:517, reward = 0.9451235633779274, state count = 5, state = [103, 110, 147, 168, 173]
train episode:518, reward = 0.9211331918597152, state count = 5, state = [29, 63, 103, 168, 173]
evaluate episode:51.9, reward = 0.9609702048270778, state count = 5, state = [45, 103, 168, 173, 183]
train episode:519, reward = 0.9461385833540815, state count = 5, state = [60, 103, 168, 173, 175]
train episode:520, reward = 0.9274393778895629, state count = 5, state = [103, 143, 168, 173, 183]
train episode:521, reward = 0.9609702048270778, state count = 5, state = [45, 103, 168, 173, 183]
train episode:522, reward = 0.9038625325618215, state count = 5, state = [51, 103, 112, 150, 173]
train episode:523, reward = 0.9609702048270778, state count = 5, state = [45, 103, 168, 173, 183]
train episode:524, reward = 0.9609702048270778, state count = 5, state = [45, 103, 168, 173, 183]
train episode:525, reward = 0.9609702048270778, state count = 5, state = [45, 103, 168, 173, 183]
train episode:526, reward = 0.9831304801420877, state count = 5, state = [68, 103, 168, 173, 183]
train episode:527, reward = 0, state count = 0, state = []
train episode:528, reward = 0.9136169877364116, state count = 5, state = [14, 95, 103, 168, 173]
evaluate episode:52.9, reward = 0.9199215263418792, state count = 5, state = [95, 103, 168, 173, 183]
train episode:529, reward = 0, state count = 0, state = []
train episode:530, reward = 0.9313040625149356, state count = 5, state = [103, 167, 168, 173, 183]
train episode:531, reward = 0.9247983382945828, state count = 5, state = [103, 161, 168, 173, 183]
train episode:532, reward = 0.926015381872132, state count = 5, state = [19, 103, 126, 166, 173]
train episode:533, reward = 0.9282523876989762, state count = 5, state = [103, 151, 168, 173, 183]
train episode:534, reward = 0.9382092686748986, state count = 5, state = [64, 89, 103, 168, 173]
train episode:535, reward = 0.9199215263418792, state count = 5, state = [95, 103, 168, 173, 183]
train episode:536, reward = 0.956503200184834, state count = 5, state = [16, 103, 168, 173, 183]
train episode:537, reward = 0.9170714477374011, state count = 5, state = [78, 103, 168, 173, 174]
train episode:538, reward = 0.9524402225933993, state count = 5, state = [76, 103, 168, 173, 183]
evaluate episode:53.9, reward = 0.9199215263418792, state count = 5, state = [95, 103, 168, 173, 183]
train episode:539, reward = 0.9412634171464264, state count = 5, state = [2, 28, 46, 103, 173]
train episode:540, reward = 0.9296755692405414, state count = 5, state = [82, 103, 112, 168, 173]
train episode:541, reward = 0.9223638573362057, state count = 5, state = [84, 103, 168, 173, 183]
train episode:542, reward = 0.9276397406319239, state count = 5, state = [63, 96, 103, 168, 173]
train episode:543, reward = 0.9065019230530895, state count = 5, state = [69, 91, 103, 173, 177]
train episode:544, reward = 0.894916964437364, state count = 5, state = [103, 116, 128, 171, 173]
train episode:545, reward = 0.978862598055757, state count = 5, state = [67, 103, 145, 170, 173]
train episode:546, reward = 0.9199215263418792, state count = 5, state = [103, 104, 168, 173, 183]
train episode:547, reward = 0.9335357053960521, state count = 5, state = [35, 103, 168, 173, 183]
train episode:548, reward = 0.934961353875859, state count = 5, state = [103, 114, 135, 168, 173]
evaluate episode:54.9, reward = 0.9573191026430699, state count = 5, state = [103, 110, 168, 173, 183]
train episode:549, reward = 0.9573191026430699, state count = 5, state = [103, 110, 168, 173, 183]
train episode:550, reward = 0.9199215263418792, state count = 5, state = [93, 103, 168, 173, 183]
train episode:551, reward = 0.9199215263418792, state count = 5, state = [103, 104, 168, 173, 183]
train episode:552, reward = 0.9199215263418792, state count = 5, state = [95, 103, 168, 173, 183]
train episode:553, reward = 0.914023905756712, state count = 5, state = [10, 103, 121, 168, 173]
train episode:554, reward = 0.9394357996367875, state count = 5, state = [58, 77, 103, 168, 173]
train episode:555, reward = 0.9241844493617515, state count = 5, state = [103, 128, 142, 167, 173]
train episode:556, reward = 0.944511730786741, state count = 5, state = [59, 103, 158, 167, 173]
train episode:557, reward = 0.9459353296422295, state count = 5, state = [103, 108, 111, 168, 173]
train episode:558, reward = 0.9453206127988787, state count = 5, state = [49, 103, 168, 173, 183]
evaluate episode:55.9, reward = 0.9483751785843294, state count = 5, state = [41, 103, 168, 173, 183]
train episode:559, reward = 0.9371996116444725, state count = 5, state = [80, 103, 167, 173, 182]
train episode:560, reward = 0.9483751785843294, state count = 5, state = [41, 103, 168, 173, 183]
train episode:561, reward = 0.9144308254563441, state count = 5, state = [103, 115, 168, 170, 173]
train episode:562, reward = 0.9483751785843294, state count = 5, state = [41, 103, 168, 173, 183]
train episode:563, reward = 0.9256088710897641, state count = 5, state = [103, 144, 168, 173, 183]
train episode:564, reward = 0.9201247783743994, state count = 5, state = [10, 103, 168, 173, 183]
train episode:565, reward = 0.9199215263418792, state count = 5, state = [12, 103, 168, 173, 183]
train episode:566, reward = 0.9136169877364116, state count = 5, state = [99, 103, 168, 173, 178]
train episode:567, reward = 0.9193072234537881, state count = 5, state = [37, 103, 131, 168, 173]
train episode:568, reward = 0.8991881464104503, state count = 5, state = [5, 103, 112, 131, 173]
evaluate episode:56.9, reward = 0.9239857374024346, state count = 5, state = [103, 168, 173, 177, 183]
train episode:569, reward = 0.9142267438339726, state count = 5, state = [42, 103, 138, 168, 173]
train episode:570, reward = 0.9239857374024346, state count = 5, state = [103, 168, 173, 177, 183]
train episode:571, reward = 0.9483751785843294, state count = 5, state = [41, 103, 168, 173, 183]
train episode:572, reward = 0.9162588535625795, state count = 5, state = [10, 103, 159, 168, 173]
train episode:573, reward = 0.8823128462928871, state count = 5, state = [87, 103, 130, 131, 173]
train episode:574, reward = 0.9424816891551011, state count = 5, state = [46, 103, 168, 173, 183]
train episode:575, reward = 0.9199215263418792, state count = 5, state = [103, 107, 168, 173, 183]
train episode:576, reward = 0.9969516301087914, state count = 5, state = [47, 90, 103, 168, 173]
train episode:577, reward = 0.9199215263418792, state count = 5, state = [99, 103, 168, 173, 183]
train episode:578, reward = 0.914023905756712, state count = 5, state = [1, 103, 121, 168, 173]
evaluate episode:57.9, reward = 0.9323166054768584, state count = 5, state = [79, 103, 168, 173, 183]
train episode:579, reward = 0.9296730871883148, state count = 5, state = [103, 148, 168, 173, 183]
train episode:580, reward = 0.9138202397689319, state count = 5, state = [42, 103, 130, 168, 173]
train episode:581, reward = 0.8947157704258204, state count = 5, state = [10, 49, 63, 103, 173]
train episode:582, reward = 0.9215417589837276, state count = 5, state = [65, 71, 103, 168, 173]
train episode:583, reward = 0.9199215263418792, state count = 5, state = [103, 107, 168, 173, 183]
train episode:584, reward = 0.9199215263418792, state count = 5, state = [103, 107, 168, 173, 183]
train episode:585, reward = 0.8979682202600687, state count = 5, state = [12, 15, 103, 112, 173]
